respid,sample,int_date,fcall,attempt,refusal,ilang,cregion,state,density,usr,scregion,sstate,susr,sdensity,igender,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,form,llitext,phtype,qs1,q1,q2,campnii,q7,q8,q11,q12,q13,q28a,q28b,q28c,q28df1,q28e,q28ff1,q28gf1,q28hf1,q28if1,q28jf2,q28kf2,q28lf2,q28mf2,q28nf2,q28of2,q28pf2,q33af1,q33bf1,q33cf1,q33df1,q33ef2,q33ff2,q33gf2,q33hf2,q44a,q44b,q45a,q45b,q46,q50af1,q50bf1,q50cf1,q50df2,q50ef2,q51af1,q51bf1,q51cf2,q51df2,q58,q59,q64f1,q65f2,q66a,q66b,q66c,q66df1,q66e,q66ff2,q73,q74,q74a,q74b,q75,q76,q77,q78,q79,q83a,q83b,q84,q93,q96,q97,q98,q99,q100a,q100b,q100c,q100d,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,born,attend,income,reg,party,partyln,q101,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,cellweight,weight
201659,Cell phone,180922,180922,4,No,English,Midwest,NE,Lowest,R,Midwest,NE,,Lowest,Male,No,White,,,,FORM 2,,,18 or older,Satisfied,Disapprove,Not too closely,Democratic Party's candidate,,More,"Yes, will be a factor",Against Trump,Very important,Very important,Very important,,,,,,,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,,,,,Not even tempered,Not well informed,(VOL) Neither particularly,(VOL) Don't know/Refused,Good,Same,Good shape,(VOL) Stay the same,No more secure today than it was before the 2008 economic crisis,,,,Democratic Party,Democratic Party,,,Democratic Party,Democratic Party,,Not at all concerned,,Because he or she worked harder than most other people [OR],Statement #1,Statement #1,Statement #1,,Statement #2,Statement #1,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Should BOTH be given equal priority,,Bad for the United States,Legal in most cases,"Yes, legal",Very unfavorable,Very favorable,Mostly favorable,A lot,Very confident,Not at all confident,Right decision,Mostly succeeded,,,,,Male,37,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Agnostic (not sure if there is a God),,,Never,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,4,2,2,,,"No, home telephone",No landline,Cellphone,Respondent agrees,.5455406,.7464861
201660,Cell phone,180922,180922,3,No,English,West,WA,Lowest,R,West,WA,,Lowest,Female,Yes,White,,,,FORM 1,,,18 or older,Satisfied,Approve,Fairly closely,Republican Party's candidate,,More,"Yes, will be a factor",For Trump,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,,,,,,,,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,Excellent,Better,Excellent shape,(VOL) Stay the same,More secure today than it was before the 2008 economic crisis [OR],Democratic Party,Republican Party,Republican Party,,,Democratic Party,Republican Party,,,Not too concerned [OR],,Lack of effort,,Statement #1,Statement #2,Statement #1,Statement #1,Statement #1,,Protect the right of Americans to own guns,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Should BOTH be given equal priority,Approve,,Illegal in most cases,"No, illegal",Mostly favorable,Very unfavorable,Very favorable,A little [OR],Somewhat confident,Very confident,,,,,,,Male,59,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"Yes, would",More than once a week,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Republicans in Congress have an obligation to support Donald Trump's policies & programs because he is a Rep. president,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2,2,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,.4559261,.381078
201661,Cell phone,180922,180922,3,No,English,West,AZ,3,S,West,AZ,,3,Female,No,White,,,,FORM 2,,,18 or older,Satisfied,Approve,Not at all closely,Republican Party's candidate,,More,"No, will not",Trump not much of a factor,Very important,Very important,Very important,,,,,,,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,,,,,Even tempered,Well informed,Keeps his promises,Stands up for what he believes in,Only fair,Better,Excellent shape,Improve a lot,More secure today than it was before the 2008 economic crisis [OR],,,,Republican Party,Republican Party,,,Republican Party,Republican Party,,Very concerned,,Because he or she worked harder than most other people [OR],Statement #2,Statement #2,Statement #2,,Statement #1,Statement #2,Protect the right of Americans to own guns,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Should BOTH be given equal priority,,Good for the United States,Legal in all cases,"No, illegal",Mostly favorable,Mostly unfavorable,(VOL) Can't rate,A little [OR],Not at all confident,Very confident,Right decision,Mostly succeeded,,,,,Male,30,Two year associate degree from a college or university,No,White,White non-Hispanic,,Nothing in particular,,,A few times a year,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Moderate,Mod-Lib Rep,Mod-Lib Rep/ln Rep,4,2,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,1.4181487,1.7011633
201662,Cell phone,180922,180922,3,No,English,West,AZ,3,S,West,AZ,,3,Female,No,Black or African-American,,,,FORM 2,,,18 or older,Dissatisfied,Disapprove,Very closely,Democratic Party's candidate,,(VOL) Same,"Yes, will be a factor",Against Trump,Very important,Very important,Very important,,,,,,,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,,,,Not even tempered,Not well informed,Keeps his promises,(VOL) Neither particularly,Good,(VOL) Don't know/Refused,Good shape,(VOL) Stay the same,More secure today than it was before the 2008 economic crisis [OR],,,,Democratic Party,(VOL) Neither,,,(VOL) Neither,Democratic Party,,Not at all concerned,,(VOL) Both,Statement #1,Statement #1,Statement #1,,Statement #2,(VOL) Neither/Both equally,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Should BOTH be given equal priority,,(VOL) Don't know/Refused,Legal in all cases,(VOL) Don't know/Refused,Very unfavorable,Mostly favorable,Mostly favorable,A little [OR],Very confident,Not at all confident,(VOL) Don't know/Refused,(VOL) Don't know/Refused,,,,,Female,46,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,Mixed Race,Other,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"No, would not",Seldom,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,,Dem/lean Dem,Moderate,Ind,Cons-Mod Dem/ln Dem,4,2,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,1.2121739,1.1139825
201663,Cell phone,180922,180922,3,No,English,West,CA,2,S,West,CA,,4,Male,No,White,,,,FORM 1,,,18 or older,Satisfied,Approve,Not too closely,Republican Party's candidate,,Less,"No, will not",For Trump,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,Very important,,,,,,,,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,Only fair,Better,Excellent shape,Improve some,More secure today than it was before the 2008 economic crisis [OR],Republican Party,Republican Party,Republican Party,,,Republican Party,Democratic Party,,,Somewhat concerned,,Lack of effort,,Statement #2,Statement #1,Statement #2,Statement #2,Statement #2,,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Should BOTH be given equal priority,Approve,,Illegal in most cases,"Yes, legal",Mostly favorable,Mostly unfavorable,Very unfavorable,A little [OR],Not at all confident,Not at all confident,,,,,,,Male,40,High school graduate (Grade 12 with diploma or GED certificate),Yes,Mixed Race,Hispanic,U.S.,Nothing in particular,,,Never,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Very liberal,Ind,Mod-Lib Rep/ln Rep,5,3,3+,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,1.0603007,1.5430229
201664,Cell phone,180922,180922,4,No,English,West,CA,4,S,West,CA,,4,Male,No,White,,,,FORM 2,,,18 or older,Satisfied,Approve,Fairly closely,Republican Party's candidate,,(VOL) Same,"Yes, will be a factor",For Trump,Very important,Not too important,Very important,,,,,,,Not too important,Very important,Not too important,Not too important,Not too important,Very important,Not too important,,,,,Not even tempered,Well informed,Keeps his promises,Stands up for what he believes in,Excellent,Better,Excellent shape,Improve some,No more secure today than it was before the 2008 economic crisis,,,,Republican Party,Republican Party,,,Republican Party,(VOL) Neither,,Very concerned,,Because he or she worked harder than most other people [OR],Statement #2,Statement #2,Statement #1,,Statement #1,Statement #2,(VOL) Don't know/Refused,"No, not government responsibility",,Not be involved in providing health insurance at all [OR SHOULD THE GOVERNMENT],Should BOTH be given equal priority,,Good for the United States,Legal in most cases,"Yes, legal",Mostly favorable,Very unfavorable,(VOL) Can't rate,A lot,Not at all confident,Very confident,Wrong decision,Mostly failed,,,,,Male,75,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,White,White non-Hispanic,,(VOL) Don't know/Refused,Yes,"No, would not",Never,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Republicans in Congress have an obligation to support Donald Trump's policies & programs because he is a Rep. president,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2,2,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,.3012986,.2808725
201665,Cell phone,180922,180922,5,No,English,West,NV,Lowest,U,West,NV,,3,Female,No,Black or African-American,,,,FORM 2,,,18 or older,Dissatisfied,Disapprove,Fairly closely,Democratic Party's candidate,,(VOL) Same,"Yes, will be a factor",Against Trump,Somewhat important,Very important,Very important,,,,,,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not too important,,,,,Not even tempered,Not well informed,Keeps his promises,Stands up for what he believes in,Good,Same,Good shape,(VOL) Stay the same,More secure today than it was before the 2008 economic crisis [OR],,,,Democratic Party,(VOL) Both equally,,,Democratic Party,Democratic Party,,Somewhat concerned,,Because he or she worked harder than most other people [OR],Statement #1,Statement #1,Statement #1,,Statement #2,Statement #1,Control gun ownership,"Yes, government responsibility",Continue to be provided through a mix of private insurance companies and government programs,,Should BOTH be given equal priority,,Bad for the United States,Legal in most cases,"No, illegal",Mostly unfavorable,Mostly favorable,Mostly favorable,A lot,Very confident,Not too confident [OR],Wrong decision,Mostly failed,,,,,Male,62,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Asian-American,Other,,Nothing in particular,,,Seldom,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,,Dem/lean Dem,Moderate,Ind,Cons-Mod Dem/ln Dem,1,,1,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,.3220436,.2808725
201666,Cell phone,180922,180922,5,No,English,Northeast,CT,3,S,West,CA,,3,Female,Yes,White,,,,FORM 2,,,18 or older,Dissatisfied,Disapprove,Very closely,(VOL) Other,Democratic Party's candidate,Less,"No, will not",Trump not much of a factor,Very important,Very important,Very important,,,,,,,Not too important,Not too important,Very important,Somewhat important,Not too important,Very important,Very important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Only fair,Worse,Only fair shape,Improve some,No more secure today than it was before the 2008 economic crisis,,,,Democratic Party,(VOL) Neither,,,Democratic Party,(VOL) Neither,,Very concerned,,Because he or she had more advantages in life than most other people,(VOL) Neither/Both equally,Statement #1,Statement #1,,Statement #2,(VOL) Neither/Both equally,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,,Bad for the United States,Legal in all cases,"Yes, legal",Very unfavorable,Mostly unfavorable,Mostly unfavorable,A lot,Very confident,Not too confident [OR],Wrong decision,Mostly failed,,,,,Female,27,"Some college, no degree (includes some community college)",Yes,White,Hispanic,U.S.,Something else (SPECIFY),No,,Once or twice a month,"Less than $10,000","Are you PROBABLY registered, but there is a chance your registration has lapsed [OR]",Independent,Democrat,,Dem/lean Dem,Very liberal,Ind,Lib Dem/ln Dem,3,2,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,1.3686224,2.00356
201667,Cell phone,180922,180922,4,No,English,West,CA,Highest,U,West,CA,,Highest,Male,No,White,,,,FORM 1,,,18 or older,Dissatisfied,Disapprove,Fairly closely,(VOL) Don't know/Refused,Democratic Party's candidate,More,"Yes, will be a factor",Trump not much of a factor,Very important,Very important,Somewhat important,Somewhat important,Not at all important,Very important,Very important,Somewhat important,Very important,,,,,,,,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,Poor,Worse,Only fair shape,Get a little worse,No more secure today than it was before the 2008 economic crisis,Republican Party,Democratic Party,Democratic Party,,,Democratic Party,Democratic Party,,,Very concerned,,Circumstances beyond control,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,Disapprove,,Legal in all cases,"Yes, legal",Very unfavorable,Mostly favorable,Mostly favorable,A lot,Somewhat confident,Not at all confident,,,,,,,Male,33,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,White,White non-Hispanic,,Agnostic (not sure if there is a God),,,A few times a year,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,,Dem/lean Dem,Liberal [OR],Ind,Lib Dem/ln Dem,2,2,2,,,"No, home telephone",No landline,Cellphone,Respondent agrees,.5441554,.8691333
201668,Cell phone,180922,180922,3,No,English,West,WA,3,S,West,WA,,3,Female,No,White,,,,FORM 2,,,18 or older,Satisfied,Approve,Not at all closely,Republican Party's candidate,,(VOL) Don't know/Refused,"Yes, will be a factor",For Trump,Very important,Very important,Somewhat important,,,,,,,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,,,,,Even tempered,Well informed,Keeps his promises,Stands up for what he believes in,Only fair,Better,Poor shape,Improve some,No more secure today than it was before the 2008 economic crisis,,,,Republican Party,Republican Party,,,Republican Party,Democratic Party,,Very concerned,,Because he or she had more advantages in life than most other people,(VOL) Neither/Both equally,(VOL) Neither/Both equally,Statement #1,,Statement #1,Statement #1,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Should BOTH be given equal priority,,Bad for the United States,Illegal in most cases,"No, illegal",Mostly favorable,Mostly unfavorable,Mostly unfavorable,A lot,Not at all confident,Very confident,Wrong decision,Mostly failed,,,,,Female,50,Two year associate degree from a college or university,No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"Yes, would",Once a week,"20 to under $30,000",(VOL) Don't know/Refused,Independent,Republican,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Conservative,Ind,Cons Rep/ln Rep,7,3,3+,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,1.1194176,1.0754023
201670,Cell phone,180922,180922,3,No,English,West,CA,3,S,West,CA,,3,Female,Yes,Or some other race,,,,FORM 1,,,18 or older,Dissatisfied,Approve,Not at all closely,(VOL) Don't know/Refused,(VOL) Don't know/Refused,More,"No, will not",Trump not much of a factor,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not too important,,,,,,,,Not trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,Only fair,Better,Only fair shape,Get a little worse,More secure today than it was before the 2008 economic crisis [OR],Democratic Party,(VOL) Neither,(VOL) Neither,,,Democratic Party,(VOL) Neither,,,Not too concerned [OR],,Circumstances beyond control,,Statement #2,Statement #1,Statement #1,Statement #2,Statement #1,,Protect the right of Americans to own guns,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Should BOTH be given equal priority,Approve,,Legal in most cases,"Yes, legal",Very unfavorable,Very unfavorable,Mostly unfavorable,A lot,Somewhat confident,Somewhat confident,,,,,,,Male,34,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Nothing in particular,,,Seldom,"10 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,(VOL) Other/Don't know/Refused,,DK/Ref-no lean,Moderate,Ind,,1,,1,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,.9064009,1.3691284
201671,Cell phone,180922,180922,4,Yes,English,West,WA,Lowest,R,West,WA,,Lowest,Female,No,White,,,,FORM 1,,,18 or older,Dissatisfied,Approve,Fairly closely,Republican Party's candidate,,More,"Yes, will be a factor",For Trump,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,,,,,,,,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,Excellent,Better,Good shape,Improve some,No more secure today than it was before the 2008 economic crisis,Democratic Party,Republican Party,Republican Party,,,Republican Party,Republican Party,,,Not too concerned [OR],,Circumstances beyond control,,Statement #2,Statement #1,Statement #1,Statement #2,Statement #1,,Protect the right of Americans to own guns,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Should BOTH be given equal priority,Approve,,Illegal in most cases,"Yes, legal",Mostly favorable,Very unfavorable,(VOL) Can't rate,A lot,Not at all confident,Somewhat confident,,,,,,,Female,61,Two year associate degree from a college or university,No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"Yes, would",Once a week,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Very conservative,Cons Rep,Cons Rep/ln Rep,2,2,2,,,"No, home telephone",No landline,Cellphone,Respondent agrees,.7198177,.7477707
201672,Cell phone,180922,180922,5,No,English,West,CO,3,S,West,CO,,3,Female,Yes,Or some other race,,,,FORM 1,,,18 or older,Dissatisfied,Disapprove,Fairly closely,Democratic Party's candidate,,More,"Yes, will be a factor",Against Trump,Not too important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,Somewhat important,Very important,Very important,,,,,,,,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,Good,Worse,Good shape,Improve some,More secure today than it was before the 2008 economic crisis [OR],Republican Party,Democratic Party,Democratic Party,,,Democratic Party,Democratic Party,,,Very concerned,,Circumstances beyond control,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,Disapprove,,Legal in all cases,"Yes, legal",Very unfavorable,Very favorable,Mostly favorable,A lot,Very confident,Not at all confident,,,,,,,Male,40,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,White,White non-Hispanic,,Atheist (do not believe in God),,,Never,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Very liberal,Lib Dem,Lib Dem/ln Dem,4,2,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,.530626,.5390189
201675,Cell phone,180922,180922,5,No,English,West,CO,Highest,U,West,CO,,3,Male,No,White,,,,FORM 2,,,18 or older,Dissatisfied,Disapprove,Fairly closely,Democratic Party's candidate,,More,"Yes, will be a factor",For Trump,Very important,Very important,Very important,,,,,,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Only fair,Better,Only fair shape,Improve some,No more secure today than it was before the 2008 economic crisis,,,,(VOL) Neither,(VOL) Neither,,,Democratic Party,Democratic Party,,Somewhat concerned,,Because he or she had more advantages in life than most other people,Statement #1,Statement #1,Statement #1,,Statement #2,Statement #1,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,,Bad for the United States,Legal in most cases,"Yes, legal",Mostly unfavorable,Mostly unfavorable,Mostly favorable,A little [OR],Very confident,Not at all confident,Wrong decision,Mostly failed,,,,,Female,36,Two year associate degree from a college or university,Yes,White,Hispanic,U.S.,Nothing in particular,,,Seldom,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,,Dem/lean Dem,Moderate,Ind,Cons-Mod Dem/ln Dem,3,1,1,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,1.3849902,2.5463809
201677,Cell phone,180922,180922,3,No,English,West,CA,Highest,S,West,CA,,Highest,Male,No,White,,,,FORM 2,,,18 or older,Dissatisfied,Disapprove,Fairly closely,Democratic Party's candidate,,More,"Yes, will be a factor",Against Trump,Somewhat important,Somewhat important,Somewhat important,,,,,,,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Only fair,Same,Only fair shape,Get a little worse,More secure today than it was before the 2008 economic crisis [OR],,,,(VOL) Neither,Democratic Party,,,Democratic Party,Democratic Party,,Not too concerned [OR],,Because he or she had more advantages in life than most other people,Statement #1,Statement #1,Statement #1,,Statement #2,Statement #2,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Should BOTH be given equal priority,,Bad for the United States,Legal in most cases,"Yes, legal",Mostly unfavorable,Mostly favorable,Mostly favorable,A lot,Very confident,Not too confident [OR],Right decision,Mostly succeeded,,,,,Female,55,"Some college, no degree (includes some community college)",No,Mixed Race,Other,,(VOL) Christian,,"No, would not",Never,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Moderate,Cons-Mod Dem,Cons-Mod Dem/ln Dem,2,2,2,,,"Yes, home telephone",Landline,Cellphone,Respondent agrees,2.6046013,1.9758299
201678,Cell phone,180922,180922,6,No,English,South,AL,Lowest,R,South,AL,,2,Female,Yes,White,,,,FORM 2,,,18 or older,Satisfied,Approve,Fairly closely,Republican Party's candidate,,(VOL) Same,"Yes, will be a factor",Trump not much of a factor,Very important,Somewhat important,Very important,,,,,,,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not too important,,,,,Not even tempered,Well informed,Keeps his promises,Stands up for what he believes in,Excellent,Better,Good shape,Improve some,No more secure today than it was before the 2008 economic crisis,,,,Republican Party,Republican Party,,,Republican Party,Republican Party,,Very concerned,,Because he or she worked harder than most other people [OR],Statement #2,Statement #2,Statement #1,,Statement #2,Statement #2,Protect the right of Americans to own guns,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Should BOTH be given equal priority,,Good for the United States,Illegal in most cases,"No, illegal",Mostly favorable,Very unfavorable,Very favorable,A lot,Not at all confident,Somewhat confident,Right decision,Mostly succeeded,Excellent,Good,Good,Excellent,Female,61,"Postgraduate or professional degree, including master's, doctorate, medical or law degree",No,White,White non-Hispanic,,Roman Catholic (Catholic),,"Yes, would",Once a week,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Moderate,Ind,Mod-Lib Rep/ln Rep,1,,1,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,.4778954,.287808
201681,Cell phone,180923,180922,4,No,English,West,CA,2,S,West,CA,,2,Female,No,White,,,,FORM 2,,,18 or older,Satisfied,Approve,Very closely,Republican Party's candidate,,More,"Yes, will be a factor",For Trump,Very important,Very important,Somewhat important,,,,,,,Somewhat important,Very important,Very important,Not at all important,Somewhat important,Very important,Not at all important,,,,,Even tempered,Well informed,Keeps his promises,Stands up for what he believes in,Good,Same,Excellent shape,Improve some,More secure today than it was before the 2008 economic crisis [OR],,,,Republican Party,Republican Party,,,Republican Party,Republican Party,,Somewhat concerned,,Because he or she worked harder than most other people [OR],Statement #2,Statement #2,Statement #1,,Statement #2,Statement #2,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Better border security and stronger enforcement of our immigration laws,,Good for the United States,Legal in all cases,"No, illegal",Very unfavorable,Very unfavorable,Mostly unfavorable,A lot,Very confident,Very confident,Right decision,Mostly succeeded,,,,,Female,24,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,Hispanic,U.S.,Jewish (Judaism),,,Seldom,"40 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Republicans in Congress have an obligation to support Donald Trump's policies & programs because he is a Rep. president,Rep/lean Rep,Very liberal,Mod-Lib Rep,Mod-Lib Rep/ln Rep,4,3,3+,,,"Yes, home telephone",Landline,Cellphone,Respondent agrees,1.60375,1.4983746
201682,Cell phone,180922,180922,4,No,English,Northeast,NY,Highest,U,Northeast,NJ,,4,Female,Yes,White,,,,FORM 1,,,18 or older,Dissatisfied,Disapprove,Not too closely,Democratic Party's candidate,,More,"Yes, will be a factor",Trump not much of a factor,Very important,Very important,Very important,Somewhat important,Somewhat important,Not too important,Very important,Somewhat important,Very important,,,,,,,,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,Only fair,Same,Excellent shape,Improve some,More secure today than it was before the 2008 economic crisis [OR],Republican Party,Republican Party,Democratic Party,,,Democratic Party,Democratic Party,,,Very concerned,,Circumstances beyond control,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,Disapprove,,Legal in all cases,"Yes, legal",Very unfavorable,Mostly favorable,Mostly favorable,A lot,Very confident,Not too confident [OR],,,(VOL) Don't know/Refused,Only fair,(VOL) Don't know/Refused,(VOL) Don't know/Refused,Male,36,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Roman Catholic (Catholic),,"No, would not",A few times a year,"100 to under $150,000 [OR]",(VOL) Don't know/Refused,Democrat,,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,1,,1,,,"No, home telephone",No landline,Cellphone,Respondent agrees,.8634811999999999,1.1112336
